"'序号","'评论人","'UID","'抖音号","'性别↓","'获赞数↓","'子评数↓","'年龄↓","'评论时间↓","'评论详情","'cid","'sec_uid"
"'11","'小猪蹄子","'3364146554354532","'Sushiqi080312","'女","'1","'0","'2020","'2020-03-20 10:00:49","'就是，近视了就要去配眼镜，在家那么久上网课感觉又近视了不少[捂脸][捂脸][捂脸]","'6806104311970414607","'MS4wLjABAAAAiGIiGYNMpqwzZojdccufjHkDBoegkNivZTr-JYdjHGn1B7pcMF6DGi1sB6HS8Kur"
"'12","'仙女美美哒","'2576874108105864","'dyp90ss3gavd","'女","'3","'0","'26","'2020-03-20 09:54:13","'我怕会近视……加深[捂脸]","'6806102601005400067","'MS4wLjABAAAARg09AWMxnzIqzWNKFdSE8SHIX3gf0yYs1lLFFTIxMt1K4fLaLQE--4uXAES87WEE"
"'13","'莎莎","'3636827900097060","'dyvsejdma2gh","'女","'2","'0","'2020","'2020-03-20 08:58:13","'我竟然用手机恢复视力？？","'6806088176449732608","'MS4wLjABAAAAA_FRnmpIShv9PrSKK2Wc9e-oZDu1m-gYZ2-dPmG6jxkB34uzsTOlOsFKlVWFinwJ"
"'14","'用户8602178021273","'1059547512841111","'dyhpfeo03wk5","'-","'1","'0","'2020","'2020-03-20 08:55:28","'我：妈妈，手机可以改善视力啦。 妈妈：我信你个鬼??????","'6806087471156346888","'MS4wLjABAAAAV5KC7qhphSFQJTAS07aqf-FThu0lYDwI9-AR78DEUYo1imZbdltSSf9q8cABKnsj"
"'15","'chen同学哦","'3790734667820910","'dyyri18uyim4","'女","'0","'0","'16","'2020-03-20 08:47:48","'第一次听说手机可以矫正视力[捂脸][捂脸]","'6806085494582149135","'MS4wLjABAAAAyipY3kYchfkTpfvxALba9OKM-7yUShzQaY9YdnVKvfqfNtHCQzpxvapbqYZ_WolK"
"'16","'狗獾","'2242600795641789","'dy3qrqmh1lv2","'男","'3","'0","'13","'2020-03-20 08:38:04","'是真的吗
[赞]","'6806082989958037517","'MS4wLjABAAAA5tHsiTKGEQLU-Riw2lUqchEmfYwN3MeZ-4MfNhi3k1kYGRj0JxBgKlPZNHhbS1Bg"
"'17","'杨宇涵","'3808320831630363","'dylzor1e2b9n","'女","'1","'0","'10","'2020-03-20 08:37:37","'妈妈你看我在用手机恢复视力。","'6806082874446643213","'MS4wLjABAAAAuBk7oHUB2wgRvi4oDeyFSBtg-7ycpIov6SRI9WpFzzxopVEeGx2M00-RM7Kd27sa"
"'18","'黄","'1648895395114846","'dyn3o9lr8cfz","'女","'0","'0","'12","'2020-03-20 08:29:46","'你好","'6806080848824745992","'MS4wLjABAAAAeTWVWAt-E3BBfyVgG2JoyvHH1FdIeNAXZnp49HpIKPEfcnyYXYvLZ8xIWJnJvFo-"
"'19","'灵雪梦幻雅夏","'111084447139","'2174046769","'女","'0","'0","'23","'2020-03-20 08:12:43","'一点不可能","'6806076442494189580","'MS4wLjABAAAARGGSDHop2ZSxYCCMOdCJ7zaDwrMzDclYA150ebjE59U"
"'20","'杨","'108697564866","'1850805897","'-","'1","'0","'2020","'2020-03-20 07:50:36","'好像没有效果，就是强迫症放出来了[微笑]","'6806070747212677135","'MS4wLjABAAAAZ6wWD_5LJB28hiVR1wKGGzHAH_U5n1Pda5azgDM5l60"
"'21","'你们家的小猫咪","'465798074744407","'dymuvezseat6","'女","'0","'0","'2020","'2020-03-20 07:03:01","'我的眼睛怎么越来越疼了","'6806058495369265166","'MS4wLjABAAAAuH8znO2fWZ38yIbmsaM9rFhlfWqh49BE40aMAkk-h8Q"
"'22","'小涵","'100840152725","'1099085080","'女","'0","'0","'2020","'2020-03-20 02:24:52","'我居然想要看手机??来恢复视力????","'6805986739414007811","'MS4wLjABAAAAdhG8l8EZoecQALY7lFagGmQh58zapW4fZEzKkg-CInw"
"'23","'兮子","'5802063117","'dyk9v48puwlh","'女","'2","'0","'12","'2020-03-19 10:53:24","'我咋不广信呢？","'6805932315979251716","'MS4wLjABAAAAJyURtgthdjAVsy1RA2GzXCOhjno1vP270kAxS2RbDI4"
"'24","'赤沙","'1437769540837901","'dydqy3n3ttof","'女","'0","'0","'11","'2020-03-19 09:57:24","'我本来就是你，现在变成闪光了[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]","'6805917889732870159","'MS4wLjABAAAAk_dnTW8txkCzkbKhwMwSYOZUgldXhrB1R-Zu2xznGHRZiAh_SxwkbHXsXMTq7Fpf"
"'25","'钟爷爷??","'2840756332799352","'dyobwx012i25","'男","'0","'0","'21","'2020-03-19 09:50:33","'[微笑][微笑][微笑][微笑][微笑]","'6805916123784577039","'MS4wLjABAAAAb0rxPrp0apz5UrSKDTRuFEDvzVYXylVPqYmliX_iIXuuFYvd6rDRHNU3cjJEspy2"
"'26","'桃花奶盖","'51741505951","'Thjy20070720","'女","'0","'0","'2020","'2020-03-19 09:20:04","'撞手机壳了[捂脸]","'6805908270932017159","'MS4wLjABAAAA1B3mxOE5wEogGJbbcaxMzpnEcuEZ1kWOdPZWzZt-co8"
"'27","'张天中","'945167741486974","'dy6p5954mynd","'-","'0","'0","'2020","'2020-03-19 09:09:13","'我看了，感觉更近视了[看][看]我真tm谢谢你哟[看][看]","'6805905476950769677","'MS4wLjABAAAAZ7mhQYuYLiJ2OzUTueYAyVBrJYhMGc_r9ICZj8ksfeM"
"'28","'用户2912394931087","'975981344463229","'dyyexhk3t32y","'-","'0","'0","'2020","'2020-03-19 08:20:20","'我信你个鬼，天天看那些作业，眼睛都快瞎了","'6805892873964912644","'MS4wLjABAAAA9s4qvKCZQZDpyVNIboj9yqo96DxheXuhJYi4e7Xy7JI"
"'29","'漫花盛夏","'3350913446326436","'dy2t47osebbl","'女","'0","'0","'117","'2020-03-19 07:55:20","'[赞][赞][赞]","'6805886431077187584","'MS4wLjABAAAAFzTHzaZaMpjAtArliFFqJAYwQfvCH1m0tsHxInsoM1KK-ymBOu1U1jjwaa3gMt78"
"'30","'樱雨墨落","'3707141492836899","'dyeoftcd5iwv","'女","'0","'0","'2020","'2020-03-19 07:02:46","'这跟玩手机有区别吗？[捂脸]","'6805872888261099535","'MS4wLjABAAAApRZHUuzC-fXvJ9XnqNV5ywQiraWuQfqLcj3nXVEEQcJ9YUgdRwfR-eo89lQt50GM"
"'31","'风再起时","'95569455296","'1032646961","'男","'1","'0","'21","'2020-03-19 06:07:13","'[鼓掌][鼓掌][鼓掌]","'6805858576704225294","'MS4wLjABAAAAoy0qrZ1P0tQgNJWk7LL1SdyPY64Tjj5Fri-bBsrwuo4"
"'32","'殇魂（mc方块人）","'4459232008081260","'dy238573qikg","'男","'0","'0","'12","'2020-03-19 05:25:56","'emm","'6805847927249076235","'MS4wLjABAAAAtjvHldpRAXrVqFon6kNn1GO_3kZOxeUYlcoBLJ4bdivJwvmBAmIUsYG_o4xOV0w5"
"'33","'热比亚木","'3390518871199288","'dy0maorsxiay","'-","'0","'0","'2020","'2020-03-19 05:00:28","'[赞][赞][赞][赞]","'6805841371346812935","'MS4wLjABAAAADj1z-YfrG2bCbU6BqMj-0Wl2P1NWJ2YWon6AWwSLwevKJTlSkquz0lvt3sKHnxxQ"
"'34","'陈三女","'109684227602","'dy2ggebskwhq","'-","'0","'0","'20","'2020-03-19 04:05:43","'试一试[比心][比心][比心][感谢][感谢][感谢][玫瑰][玫瑰][玫瑰]","'6805827249788026891","'MS4wLjABAAAAyX75UwaQXNdcyJDNOi_ZHoIWMvvEDKsmrKcwmMJ1Sms"
"'35","'呗积极","'2119462852502045","'dyfscp8acqo4","'男","'2","'0","'21","'2020-03-19 03:48:51","'你或者多跑跑步，多看看绿色，会减轻，近视","'6805822914727493639","'MS4wLjABAAAAcgyQaFrZ5sEgPrHFzhS9mrq0wOittmLqUW9iQP2HGjF179G5Z6k4dMIGK57Hcl64"
"'36","'你们的珊珊小仙女","'4212946894333531","'dylfscb4kvjq","'女","'1","'0","'13","'2020-03-19 03:30:39","'妈妈:干啥呢，一天天盯着那个手机。","'6805818215194099716","'MS4wLjABAAAAAQmKPPmJDxljWZJDs66g7rg4XocChQW_Md1WeQ3w_wcyUrzEz5pPK7gOt_Padqfa"
"'37","'西婷百货商贸","'95129971427","'HR514755136","'女","'0","'2","'30","'2020-03-19 03:18:41","'最好不要做手术","'6805815138680061967","'MS4wLjABAAAAW82Yq2NYscl2q3oSz4ae2M-aY8YoYn4gDWev62niuVo"
"'38","'为什么弄的自己的心那么疼","'109381229303","'dyndql1u4ucr","'女","'0","'0","'12","'2020-03-19 03:01:46","'看那里[微笑]","'6805810775912611855","'MS4wLjABAAAAKwdA1JxwfmkejbRlz92ZjI_ygiyy5DKTG0m1Yqfj28w"
"'39","'夜空星星","'2981492044337967","'dyrrm18hyswt","'-","'0","'0","'13","'2020-03-19 02:41:42","'医生说，只能动手术[呲牙][呲牙][呲牙]","'6805805606122094592","'MS4wLjABAAAAETOQc20dyMT_LNlrCdGE87EgwrjCoSRIF28Rg2kYkC50ujYtt6HklarRj5U8zLsY"
"'40","'我是大神","'1961146917847931","'dyl62ug827pc","'女","'2","'0","'11","'2020-03-19 01:19:31","'根本没用","'6805784425964994563","'MS4wLjABAAAAb2lpERyBbIGkZJxB2Eh29SIUL7PSp4LYQiNbrLBcrJCUepmjN5s7UvE-AsdhLFTN"
"'41","'又是我，惊不惊喜","'105677995964","'1676867836","'女","'528","'8","'14","'2020-03-18 08:37:25","'手：我学会了！
脑子：我也学会了！
我：吹，你们继续吹[黑脸]","'6805526195447447560","'MS4wLjABAAAAikMdhsV7vxtcFRnZTIWc0N6OuV8PqPNF_IECuGNQncc"
"'42","'麻花吃鱼不吐刺'","'104677456094","'1760744783","'女","'1339","'10","'18","'2020-03-15 04:21:43","'瞧这就是我小时候死活学不会折的星星","'6804347041876410383","'MS4wLjABAAAAhXQ-ezQHOCnDOV8lyVO0W7AVAnZnkDfEwcCMPVWLL1o"
"'43","'一只生活在北极的企鹅.","'84703379803","'yxy2157951969","'女","'1847","'6","'2020","'2020-03-14 05:43:58","'我缺的是吸管吗？我缺的是上面的稻草[抠鼻][微笑]","'6803997144459755532","'MS4wLjABAAAAogqwOqzNsBP_3Hdw9x_o1U6avBHie2jbKfgR0FkWIRI"
"'44","'梦梦想暴瘦.","'96310212644","'gml812212","'女","'159","'3","'18","'2020-03-18 08:42:02","'女孩子可能觉得辛辛苦苦折很多小星星给男孩子 他们会很感动 可是大多数男孩子只不过觉得是笑话吧 所以女孩子不要总是做一些感动自己的事了.","'6805527387020443662","'MS4wLjABAAAAYElOPhid0KAUEU_O3pVx2i1eU_EWCwzRNusSBN-aSNc"
"'45","'顾柒．","'1662064941864536","'y20060412n","'女","'0","'11","'2020","'2020-03-21 08:54:21","'@黄昏","'6806643816557215758","'MS4wLjABAAAAiZ_sopNB-fkHTH1jRJPsTQBETk6gRt4dK_poUFoQg014eg8s7ZYSBinX-P3ysebJ"
"'46","'李宏毅怀里的女人","'102421264666","'yyyyyyyy0214","'女","'0","'0","'16","'2020-03-22 03:45:12","'@困困 我会了，等着[大笑][大笑]","'6806935228926607360","'MS4wLjABAAAAz4K7MmxPaXXRfg_vpY6E1xkMw2EDVnlnh0cLoF3GKrA"
"'47","'笙歌","'77702107120","'dyfpuxmc43em","'女","'0","'0","'18","'2020-03-22 03:45:01","'@翎. [快哭了][快哭了]我也要","'6806935185184800775","'MS4wLjABAAAA12KuKPnMAtujSSE9RXXrMYF4WUpS43wNmjuKXX3NVdQ"
"'48","'艺术家","'84645695962","'614185692","'女","'1","'0","'15","'2020-03-22 03:44:19","'这个我学一百遍都不会[捂脸]","'6806934997325873167","'MS4wLjABAAAAj74BL0PDyXGAv8AStUKOrzEafVd-N8c_Rf176RbDNsc"
"'49","'捣碎星河?","'91800422126","'330495552","'女","'1","'0","'13","'2020-03-22 03:43:25","'@偷吻月亮?? 教我教我[耶]","'6806934767980953600","'MS4wLjABAAAA9zYg3ZrS5tsKPYMSdQdOe8CHLuwqoNmyUdnlgt2b3z4"
"'50","'冬辞","'4146971805493907","'dyru64pcc3zs","'女","'0","'0","'14","'2020-03-22 03:37:15","'会了，但是没有吸管[捂脸]","'6806933178893746191","'MS4wLjABAAAAvD2ngsCnQ_j6gWM-J2dC9Q7JVwWI7Z4TGdw1aql-FRetzaJkwh0B-bQb9tkORqWM"
"'51","'啦啦啦嘢","'102640588650","'dyijcw9kyxri","'男","'0","'0","'38","'2020-03-22 03:36:48","'@淮九.","'6806933063566819328","'MS4wLjABAAAAIE4GvBZjS_-jf4NiiGZiEHknOGxDM9FNgwYLBSs8bdw"
"'52","'【奶味】沫兮","'2563688152174307","'yanyin2008","'女","'4","'0","'12","'2020-03-22 03:32:01","'脑子：我学会了。
身体：我也学会了。
手：你们学会了有什么用。重要的是我有没有学会。
脑子：那你学会了吗？
手：额......没有。[捂脸]","'6806931834321256462","'MS4wLjABAAAA_hyMzZNxaLQ3x8I-1RWxYmI0slUOEemY3jPJyPtukb07VVMl5deDUxqBeffUfpGF"
"'53","'用户4981029068113","'2576854519390512","'dycskj170zkc","'女","'2","'0","'13","'2020-03-22 03:25:26","'能慢一点吗？太快了","'6806930133757558784","'MS4wLjABAAAAQUnXZSbNkiTsZcak3DREBtvr43bcarCZRoaZJbMr0N_pm1O-TeFZYyEgblR-cj-c"
"'54","'坚果酱~","'100730306673","'meixiuwen0206","'女","'1","'2","'18","'2020-03-22 03:21:49","'用吸管折小星星不会刺手吗？","'6806929204316798990","'MS4wLjABAAAAi6heNTBIZNpIRojq5UDBAbKfX423sml8vbp9weiF1pk"
"'55","'蚂蚁","'69605921574","'my.2922892931","'女","'4","'0","'14","'2020-03-22 03:19:29","'手残党学不会，","'6806928597711192079","'MS4wLjABAAAADfH_-rkw2MCn-UMJlYlZeiB-FpUiiE4JwymX02sw3sg"
"'56","'用户4853017238712","'111591184646","'dy6kvzmg1kc8","'-","'0","'0","'2020","'2020-03-22 03:15:13","'他家卖吸管的吧？","'6806927498187374607","'MS4wLjABAAAAgxqfJSyZdj0AqlfXCZ4OPoeMaGiZgR84hVGJTqP2-5E"
"'57","'知诉","'108833572827","'abaabaaba7","'女","'1","'1","'2020","'2020-03-22 03:13:44","'我不缺吸管我缺一双手[微笑][微笑]@予墨","'6806927122310201351","'MS4wLjABAAAAIER9-01AoaxhhL7ODMMnVJ4_IGgSUwfTuwH_kkA8VM4"
"'58","'霆，5201314","'89799706621","'1065525739","'女","'0","'0","'19","'2020-03-22 03:11:22","'主要是没有那个扣子[捂脸]","'6806926512537763854","'MS4wLjABAAAAgrvi205BxaGzLnQ0rmMBH_BPW6vOiHV0gGhOiBH3_ak"
"'59","'爱小福泥?","'641733715041567","'dyt9j2k62n4y","'女","'0","'0","'2020","'2020-03-22 03:09:40","'你还可以再快点吗[捂脸]","'6806926070814998528","'MS4wLjABAAAAgZHkDmUUu9tC4Ph5Q0GfJ0ftxl-z6url92_vBuyZp2o"
"'60","'魏无忧字无虑","'3592836957082779","'2231290091","'女","'0","'0","'12","'2020-03-22 03:06:12","'@卿洛川","'6806925172218986507","'MS4wLjABAAAAPmMr-41lbixS3EjlEjQAGEE28_tx2OJ6foHSiudRp67jHQKjADESTUzpXwlz4DUV"
"'61","'陪哥哥走过低谷??","'2699997970970183","'dyine4hxfhos","'女","'0","'0","'15","'2020-03-22 03:05:43","'@陪战哥走过低谷期 [微笑]希望你不手残","'6806925051574009871","'MS4wLjABAAAASjEn2olDLlGFpDJRA8fdwupn_vEoGtW1kIKy48A4itOCwuz8u9Stn7bXjW3RbgDl"
"'62","'我家啵啵","'71094282871","'85495469","'女","'0","'0","'14","'2020-03-22 03:00:54","'@星辰 我觉得我可以做，没材料[不失礼貌的微笑][不失礼貌的微笑]","'6806923814623264781","'MS4wLjABAAAA4tcNaYH-EZz7snv3xnvQ--_qR7qaN9Q6mlyZqj0FaDA"
"'63","'暮念?","'61187443473","'n2930257630","'女","'0","'0","'17","'2020-03-22 02:56:33","'这东西人家死活把我教不会，最后把人家折好的拆了才学会[微笑]","'6806922694492602382","'MS4wLjABAAAAocPWl_Xbpl8SV5gzr0d54rzepHE_qGgrEtlGzxN9Lxk"
"'64","'木槿?等待","'84623754321","'1084604866","'女","'0","'0","'1","'2020-03-22 02:54:07","'@双面人格 我会耶，[捂脸][捂脸]","'6806922064193306624","'MS4wLjABAAAATWShCJ40ilMRGTsVPMb_2SL-4oZiUZ3IdvDmrNuNL5A"
"'65","'血雨探花","'81551003772","'1042418401","'-","'1","'0","'2020","'2020-03-22 02:48:13","'被甜齁过去了，急救急救快急救SOS","'6806920533813854219","'MS4wLjABAAAAc8IFjspU_ZcxViGm6YqM9uiwRAAOty58Wowr4DqjJ1U"
"'66","'鑫鑫","'518579648204176","'dyfu5slxnrro","'男","'1","'0","'5","'2020-03-22 02:39:35","'用彩纸行吗？？？？？？？？","'6806918316243075087","'MS4wLjABAAAA9DXkR8OBDFWuKlND3_JytwcBSULp1rLTup47XtkoClM"
"'67","'Y.闽","'830887076045243","'ljw.yye","'女","'1","'0","'19","'2020-03-22 02:37:02","'事态是从那一步开始不受控制了[捂脸]","'6806917664494665742","'MS4wLjABAAAA6W5dzXZVnxnDkA7I2kLDd0HIU2-SzY1RrzrdqF21Yxk"
"'68","'问","'2312985696023198","'dy6au7l46keu","'-","'1","'0","'20","'2020-03-22 02:30:18","'我自己仿照我姐姐做的折开来，自己琢磨会了，因为我姐不肯教我，所以我只好把她做的拆开来自学喽[呲牙][呲牙][呲牙][耶]","'6806915930589986829","'MS4wLjABAAAAwx3aW-6B_vqZw9dJUvpG_4KJ0_IO30ByqRQyFCeSHLHDSkAcaHD3fXL3TmLqC0UB"
"'69","'傻傻爱粗莓","'83607504737","'592270326","'女","'2","'0","'120","'2020-03-22 02:29:47","'@好名字都被你们取走了。 @@???????? 我不管我要[看]","'6806915795013730318","'MS4wLjABAAAAlaM3QOrKHz0MM_3Z_l_B8QD0YnDpTzM-60t3N6X8n4w"
"'70","'紫瑶君","'1978736766354270","'dy4sasu8xy4d","'-","'0","'0","'2020","'2020-03-22 02:28:03","'我会","'6806915348773437454","'MS4wLjABAAAAzyJjQ8QtPxJy5bIB5di72EyeU99xtz392I5nGAA1zQloQsxQ_nq8D33ljxHH9JUC"
"'71","'Even_小迪","'602185324825875","'all.for.wcy0922","'女","'0","'0","'15","'2020-03-22 02:23:51","'我会纸折的，这个……还没学会[泣不成声]","'6806914266701709326","'MS4wLjABAAAAw6GxnvizIBPyBsRSGjiyC-r-mDlsq3-3PZHaqexzua4"
"'72","'陨落","'4424043046118787","'dyhxa42r3iu9","'女","'1","'0","'2020","'2020-03-22 02:16:44","'很早以前就会了","'6806912428639944704","'MS4wLjABAAAAWnqJ5uh7grPyEJ-tz8Cw80qEGJ4Z4MGxgJdNSZVXjJWbbqGks3geuDtrQLyx_-SV"
"'73","'没有悲伤","'98336548955","'dyos22c5otme","'-","'0","'0","'2020","'2020-03-22 02:16:23","'。！？。","'6806912339691175940","'MS4wLjABAAAA99egEciVsD9RBFXGFuWQFU-EUj6qRQR9ttwDImmRekc"
"'74","'Delete","'100709936122","'1089976067","'女","'0","'0","'18","'2020-03-22 02:14:43","'@早睡 [看][看]","'6806911914136993806","'MS4wLjABAAAAFTBbn9-TKKgRJ0vppgGSJ-sSiasBN_L-IR3YeY5R1is"
"'75","'添添哦??","'97422779058","'954257107","'女","'1","'0","'14","'2020-03-22 02:07:19","'特简单","'6806910000691593231","'MS4wLjABAAAAL1nreTGmwgQ-5QbhBciXZRSAC-j-WCD2ID9IwRv1NNo"
"'76","'黎","'3896286110823080","'dy5hj12nhqyf","'女","'0","'0","'14","'2020-03-22 01:53:42","'@单纯的清净 这玩意儿你会嘛[泪奔]","'6806906496283754504","'MS4wLjABAAAA72eK9RMW5cq8fE-s2evMcwEky1z6aNL1JLOKezhe_DQM2DT7QvHdaBMppxnqOrP1"
"'77","'DearX","'78165543054","'dydcq229qd0t","'女","'0","'0","'2020","'2020-03-22 01:51:23","'折的不够紧","'6806905894073352204","'MS4wLjABAAAAdzOg0YvpmPffKX2shuARtkfT9CuBW7_EoYobdUo3mMQ"
"'78","'小包兔姐姐","'417403378872462","'dy54nnkp9csf","'女","'0","'0","'26","'2020-03-22 01:44:22","'[赞]","'6806904086115008512","'MS4wLjABAAAAQUaD2o6XpMIA2RtppALzVM2dGStZ2DD_z5v4I07zOsU"
"'79","'兮昕","'87786552723","'2921233115.","'女","'1","'0","'15","'2020-03-22 01:44:17","'@上瘾 @南栀 感觉这种吸管折的更好看唉","'6806904069278777351","'MS4wLjABAAAAT3KmeKyODvSzh7vmIhZBAEz6MkF3Qka98_qNbw2Y1X0"
"'80","'藍芸字思鳶号清綺","'102876014792","'1259281304","'女","'0","'1","'2020","'2020-03-22 01:43:36","'@蓝思莞 我突然想做一个，但是没有吸管[捂脸][捂脸]","'6806903887598403588","'MS4wLjABAAAA3TDqM7Itbu_whLcdBbhpQHs5uawj6tfw9hpsReDNMn8"
"'81","'池鱼.","'93199837683","'Tsing0416","'女","'0","'0","'16","'2020-03-22 01:35:27","'我终于找到这种折法了[捂脸]","'6806901794451587087","'MS4wLjABAAAAP9E27ORydnaeAN_4FrcKsjCKCInDMFRrFkaeChLZ_io"
"'82","'?博君一肖?","'108653750339","'1818440199","'-","'1","'0","'2020","'2020-03-22 01:29:17","'还可以用纸作，我三次学会[呲牙]！","'6806900208019128333","'MS4wLjABAAAALBg6-xJHbpRBl1N0sbv5Qxy3lFxHebJctCCv4mWl-3g"
"'83","'已重置","'102912787019","'1264180736","'-","'1","'0","'2020","'2020-03-22 01:18:50","'试了几遍，结果也不知道我是到哪开始不懂的[发呆]，[捂脸][捂脸]","'6806897511710670863","'MS4wLjABAAAA3_3rdGIR6jhYmGt3IU5HuycC67iDrBpBCIfr58f511Y"
"'84","'！","'109815659662","'dyan7zvddlyv","'女","'0","'0","'1","'2020-03-22 01:10:36","'@心软是病@ 我要我要[害羞]","'6806895385010044932","'MS4wLjABAAAACKy7eAOsmph02QVcVlzl4Wah8WcohnXWAg3lMw_pPHA"
"'85","'孜然","'110200653190","'2072479413","'-","'0","'0","'2020","'2020-03-22 01:04:09","'我妈编过很东西，结果我趁她不在时全拆了，以为能自学会，结果我还是不会[捂脸]","'6806893721784107019","'MS4wLjABAAAAqenroU4IQT8zfSox_-ios29tZxu6YNoGq_Eq1mZch4s"
"'86","'祇言","'111255764085","'2070240838","'女","'0","'0","'17","'2020-03-22 12:57:20","'好可爱","'6806891968551993355","'MS4wLjABAAAAb75bl34az7GfGhbAezjImHmLPU8dlvQ_7IgEiYpFFEQ"
"'87","'丁墨","'92677187233","'dy2udy6208fj","'-","'0","'0","'2020","'2020-03-22 12:36:59","'我初中的时候叠了好多","'6806886728843165703","'MS4wLjABAAAAD2Zg7JQq7GqYZzf8FsaEnnZsoMsu_oeX4t51UfcWSns"
"'88","'巧巧巧巧柒??(R1SE-十二??)","'1939193392011655","'Amanda256963.","'女","'0","'2","'13","'2020-03-22 12:17:56","'@人间失格?? @我不吃??","'6806881819028930567","'MS4wLjABAAAAnCdEMe7pWDsnIkeCX7g57oxhhKhrhpwAy1zIDf1UpN91v5dDoszpoxjZ7zfmBKjU"
"'89","'柠小檬","'100840167219","'1118384146","'女","'0","'0","'19","'2020-03-22 12:11:19","'几天叠了好几百个，只为在他生日那天送给他[耶]","'6806880111531835407","'MS4wLjABAAAAIP46TBi5J2-hvQ5ewpJjMuf7Sne6iSBtWYfwOQekZTs"
"'90","'清了个韵","'108159507219","'1791987730","'女","'3","'0","'20","'2020-03-22 12:03:55","'啥都不会折的这里集合呀","'6806878201449693195","'MS4wLjABAAAANuIppunc8H6Ur1Lm3w0n39blPGVo2Ii_pu1QnnJNmOI"
"'91","'沐离","'3188225491875197","'20070729hzx","'女","'1","'1","'13","'2020-03-22 12:02:48","'@彼岸 我想要","'6806877913674842127","'MS4wLjABAAAAUtp7BS2DAw18a9PEGrC9BJRzcft9NrypjSU7FIBanvjdpAsvksIzJvigeLXxLorI"
"'92","'摇铃唤白鹿","'4177740613555143","'2012707192wm","'-","'1","'0","'120","'2020-03-22 11:28:17","'我不会啊[捂脸]","'6806869023566037005","'MS4wLjABAAAA9L9-VRKQbWdjGb7ZjIWtQjAtbE8KE99QYtlBNxhpD9uXpkaeBp_vBI9D88H5K-fA"
"'93","'@欧阳晓晨","'2651675094691003","'ebudgisgwkishhjw","'女","'0","'0","'15","'2020-03-22 11:21:14","'啥意思不明白。","'6806867209450340366","'MS4wLjABAAAAAV7U5D1tQJDOoZV1kWgYfBz4WuSDfHWZVxYLmte3PRpL60ztQ-_Bf_z03VHIoy-1"
