'序号,'评论人,'UID,'抖音号,'性别↓,'获赞数↓,'子评数↓,'年龄↓,'评论时间↓,'评论详情,'cid,'sec_uid
'33,'薛??牙牙,'65235164007,'54955376,'女,'0,'0,'25,'2020-03-21 10:05:47,'迷人[舔屏],'6806662222446952455,'MS4wLjABAAAA4G5O-OB4APAHLJ4ace9rYA3Ms6dfm1KmvYYtTwHaDuo
'34,'￥,'88197158892,'380674910,'女,'0,'0,'18,'2020-03-21 10:05:45,'@戀歌,'6806662210191245315,'MS4wLjABAAAAb3Mq89JfQYBABDMjso0UgFCgke0XXcIs0olyh87cb1A
'35,'秀儿,'109262044982,'1861241562,'-,'0,'0,'20,'2020-03-21 10:05:42,'到底经历了什么才能唱出这样的感觉,'6806662198660775936,'MS4wLjABAAAAvVoBhcVJ9uGm_aAa876t469SbvV4Tlx2Wi1pGDlY4WQ
'36,'用户587223004453,'111500608590,'dyfgggda1ym1,'-,'0,'0,'2020,'2020-03-21 10:05:29,'我差点就信这是同一首歌了,'6806662141278781444,'MS4wLjABAAAAytmnswMLAo6KztwVU4DWGZuE4WfSy4uR1mwgZQMaDVU
'37,'菁菁,'50450000567,'349669158,'-,'0,'0,'2020,'2020-03-21 10:05:27,'胖胖的哥哥唱的好好听,'6806662132601110528,'MS4wLjABAAAAGC9mzk40M6d8_VZXQU2HDxchTaIwm2Etc0laGov-3SU
'38,'小俊,'59188104588,'82116867,'男,'0,'0,'2020,'2020-03-21 10:05:26,'@杨屁屁 好听,'6806662133468889095,'MS4wLjABAAAA6a2LgAfIkX_vyYEtHbegUyBGldFrHYXCVKIrwcfR6nc
'39,'潮汕SobyμRcy,'61970509831,'1039973867ck,'男,'1,'0,'28,'2020-03-21 10:05:15,'好听[赞][赞][赞]比原唱好听,'6806662081304395779,'MS4wLjABAAAA83KXac4upgqsJclA4cH08DG-gJ6aqb0VJ_lT_RwLK7Q
'40,'维他命.辞玖.拾柒,'99397183963,'yangjing090204,'女,'0,'0,'20,'2020-03-21 10:05:13,'这咋不怕唱着唱着急眼了，打起来了[捂脸][捂脸][捂脸],'6806662076321300480,'MS4wLjABAAAAlTdeSprRDKxU3RyLsyOreEpIm3YvQorILY_5LKgwUCw
'41,'蓝汐?,'63855295137,'yrjxxzh1128,'女,'0,'0,'14,'2020-03-21 10:05:11,'好听,'6806662070223388679,'MS4wLjABAAAAH50-aLh5fvBsPmi5RZePGMSUWhIe72qMF92H_TGor0s
'42,'尤离顾萘,'62524226686,'129524000,'-,'0,'0,'2020,'2020-03-21 10:05:10,'你说他们会不会唱着唱着打起来[灵机一动][灵机一动],'6806662064057384968,'MS4wLjABAAAAL6Jj2-d96bntzRMKwffuBKHDhb1mpEH4jU90w2e5Uqw
'43,'权志龙他家妞,'93591924430,'hq2939379286,'-,'1,'0,'2020,'2020-03-21 10:05:02,'嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷抖音最喜欢的了[泣不成声][泣不成声][泣不成声]天天跟我狐朋狗友吹[捂脸][捂脸],'6806662026501554187,'MS4wLjABAAAAjwNvzoLiTAP1EJjTPNvk3FGOF-E9KPCT1CykuADIhno
'44,'绊倒大象的朱,'69598989735,'1549615005o,'男,'0,'0,'20,'2020-03-21 10:05:02,'@嗝 @寂北曦,'6806662029005438984,'MS4wLjABAAAAGBvq9wqyyiGsGesOChygMxHs-rT_gE7QccWxXAZK_XI
'45,'LEI.,'75448949474,'122468443,'女,'0,'0,'2020,'2020-03-21 10:05:00,'对会唱歌的男孩子没有抵抗力[拥抱],'6806662013990322179,'MS4wLjABAAAAM948LZRY4wkfJIiP8JosEU9jqX4DSPQ88GoeJ5x6ZZM
'46,'叶子宇,'101894795678,'1190376442,'男,'0,'0,'19,'2020-03-21 10:04:59,'林童学拍视频的搭档都是没他颜值高，都是来突出他的[捂脸],'6806662013264429071,'MS4wLjABAAAApS3uq3DK8Aw48VXUZOLd_79_KVOF9kmloKPUdUwHQzA
'47,'A.,'65319239953,'347746562,'-,'0,'0,'2020,'2020-03-21 10:04:57,'世界之大～,'6806662008197496840,'MS4wLjABAAAAmuz_uq2t2R9LdeYgqQ22yVqE5lRnGeI6O4EbPPLEGEI
'48,'四方,'99198641325,'982769121,'女,'0,'0,'19,'2020-03-21 10:04:57,'好喜欢你们啊,'6806662009510608910,'MS4wLjABAAAAjNSIjak2Iv7ukrlUmc7Bc4lOcFedqxrlfNx0tDxUttw
'49,'今天想早睡觉.,'408673445753768,'w0707_,'女,'1,'0,'19,'2020-03-21 10:04:51,'林童学气质真的拿捏的死死的,'6806661977260900363,'MS4wLjABAAAA5e65NxYpsej87jr69afq27k_tY-wI6ykvqm99ddTQO0
'50,'幸福就是有你在??,'74304779998,'623411709,'女,'13,'7,'25,'2020-03-21 09:20:57,'现在我一翻抖音；就是装修房子；我家过两三个月交房；好期待[呲牙],'6806650670407122951,'MS4wLjABAAAAHikatHrBwr7XNSB-dGu_rF7o3eG0MGKslE04_QPI3JM
'51,'。,'93977498685,'383229451,'女,'8,'7,'1,'2020-03-21 09:21:07,'一个柠檬一块钱，一个切开一天泡两片，一周约一个，一个月约四个，一年约五十个，289块的柠檬树，可以让你吃六年[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],'6806650714182713352,'MS4wLjABAAAA10cU5MKeVtWx7C6uRUHHp2jAh1whlT3BNerupj8DcCM
'52,'海吃不胖,'108866365854,'1832478239,'-,'2,'1,'2020,'2020-03-21 09:26:49,'好喜欢两个人一起拆快递的感觉,'6806652178372411407,'MS4wLjABAAAAm2nwfihdvMwwIzYGyHBZW-9tEf7UmZLTth8jLlcCyvY
'53,'佩奇周??,'83270159539,'175824313,'女,'1,'2,'25,'2020-03-21 09:25:25,'@jian@,'6806651815434878980,'MS4wLjABAAAADSIkvt8MRb8IYXpWBeB4amxPWVmXsUC8rgj7w5yW0Ao
'54,'系你,'54599296376,'64349636,'女,'2,'0,'3,'2020-03-21 09:34:28,'@系我 这种风格的家爱了,'6806654148646846467,'MS4wLjABAAAA49IXrQKUv0bqbta569XIBwk7dfehUSI6pTxiGxbFrSc
'55,'柳成荫,'104578119351,'1497993916,'女,'0,'0,'2,'2020-03-21 10:11:23,'容易长虫子,'6806663659042471939,'MS4wLjABAAAAbVEgCZChENKtHAv8GwZ_AxEuDUCDhG3xSKdhBCU2H2E
'56,'干干净净更好,'108894778569,'1843952017,'男,'0,'0,'20,'2020-03-21 10:10:39,'坑快递员的东西,'6806663476112015360,'MS4wLjABAAAAGBUTU9vny4LRiv8Q_bdEpTNJ4GfL6tsdn71NzmXZimM
'57,'March，,'60362026741,'15085779,'-,'0,'0,'23,'2020-03-21 10:10:35,'@New，,'6806663457028014095,'MS4wLjABAAAAUpsS5CftBs-YWBHzER227TTaIGtIbp28kZay1gl1OFA
'58,'@M小怪兽打boss,'96692334428,'572863541.Mm,'女,'0,'0,'25,'2020-03-21 10:09:35,'柠檬树下你和我[流泪][流泪],'6806663205159911437,'MS4wLjABAAAAFGa8BEtVErIWeim6cT7v4h9720mxzfN2G0WsJ4yvKyk
'59,'Australia!,'60699485997,'16925dd,'女,'0,'0,'2020,'2020-03-21 10:09:16,'@神烦 想跟你有个小家[呲牙],'6806663116869632000,'MS4wLjABAAAAiOGEcO0XGPlZENmRc6_z-trh3bQgUhT338Zq7Y1fMvA
'60,'草莓味的ff,'92366957209,'989632344,'-,'0,'0,'2020,'2020-03-21 10:08:44,'@柠檬味的qq 理想,'6806662979887792139,'MS4wLjABAAAATYysEX2sHfnFo51-xztGs3u6Hyzil5G6DNKoPecYKeU
'61,'Suri ,'99627626684,'1013385621,'女,'0,'0,'2020,'2020-03-21 10:07:43,'求同款沙发???,'6806662717026402315,'MS4wLjABAAAAFf_ylLz13ct3-T0zJ_eKbdxBq7OlJ_kt5XOsMFKY6HM
'62,'混世小魔王,'60037958986,'13578968,'女,'0,'0,'2,'2020-03-21 10:07:40,'@?? @璟植慧心 柠檬树[泪奔][泪奔][泪奔],'6806662710659612679,'MS4wLjABAAAACAi4Ujaq48wnEvYNi27fPE4EVrMIIgkooE9Q--1CLGQ
'63,'aahaeha,'99063868249,'986111072,'女,'0,'0,'2020,'2020-03-21 10:04:07,'@啊欠 这个花咋样？,'6806661786604584964,'MS4wLjABAAAA8v0bFosyfHE8nO5zaPrF0I9jNwwM5dD73xwyS6mCNBc
'64,'杉杉―xxxF,'60152815558,'96234805,'女,'0,'0,'2020,'2020-03-21 10:01:37,'@铁男。,'6806661146276921344,'MS4wLjABAAAAuM3ihVygZhC0n2es9w6_m1C-2rMppau9QC6UenzAHgw
'65,'???啦啦,'84232866598,'184515960,'女,'0,'0,'23,'2020-03-21 10:00:39,'@愛吃魚的大灰狼,'6806660893515317259,'MS4wLjABAAAAeG6ousobYWg-JJ05UV8ggZ34YJ9wxhi3L5XkZ_DHEB8
'66,'木小叶,'50568282524,'202145898,'女,'0,'0,'2020,'2020-03-21 10:00:33,'放在这个位置，你的柠檬树坚持不了多久。我也是看了这样的视频买的，但是柠檬需阳光直射，通风。,'6806660869213896715,'MS4wLjABAAAAPGVNoDRx5HZQYsUArhguUIASKcQtQx4sO9GvD8mzxdY
'67,'.1,'71321972093,'158528583,'-,'1,'0,'2020,'2020-03-21 10:00:10,'@宇宙无敌大  家的这种风格很喜欢,'6806660776850653192,'MS4wLjABAAAAPnjENo62IqEqqwP5t-4xz3gpSeFjLX6iF_kGzSk-xqU
'68,'Ann,'98107896995,'Ting.Liu.,'女,'0,'0,'30,'2020-03-21 10:00:04,'只有筐是39.9,'6806660747935481856,'MS4wLjABAAAA-YqN8ninjK9SuhGJMHsdRGA8ZGhFa0JDTQN_TLjn9dk
'69,'九六的冬,'61240300808,'Lucky_wink,'女,'0,'0,'23,'2020-03-21 09:59:56,'@M. 想和你有个小家 不需要太大 有你就好,'6806660710442696704,'MS4wLjABAAAAoSablVB2l2rPxer3papeeWSw6qgtAMPRRvX9VX8mfrw
'70,'山风又美了。,'60110835268,'1028810399.,'女,'0,'0,'24,'2020-03-21 09:58:39,'@要雪梨吗 这样弄房子吧,'6806660376819335179,'MS4wLjABAAAAOSfEiRgcHXKsPunoVv9gEpZZcv75yRqdxEK0i0xXdUM
'71,'晴晴呀??,'72382242572,'848661715,'女,'0,'0,'26,'2020-03-21 09:58:22,'@一口气把你全部吃掉 我喜欢的,'6806660306778406923,'MS4wLjABAAAAXK7-nqotzfSO6fTeZAQ_m6w6NERY0ZldaQp9sOGNvfY
'72,'孙大本事,'94190323779,'388402948,'男,'1,'0,'30,'2020-03-21 09:58:11,'柠檬树没有阳光活不了大家谨慎购买，你买花别问店家好不好养，店家嘴里什么花都好养,'6806660266844291086,'MS4wLjABAAAAPc2Gt44x4C9nhqfwu-03J29XSGtda5KzQVdTPfaRqdk
'73,'泡泡,'63154533581,'36026499,'女,'0,'0,'22,'2020-03-21 09:57:28,'@及时行乐,'6806660077601439759,'MS4wLjABAAAArny827db2cfYzIpE5usNsEJe3JG8oyZ_bR4Raw6-EtE
'74,'不喝奶茶,'75010730591,'11915602hh,'-,'0,'1,'2020,'2020-03-21 09:57:10,'快关注他 我喜欢他的家@就喝奶茶,'6806659997134143500,'MS4wLjABAAAADdzjV4XsE-KcIIB43pAwkR6U9PTeVaep79nHVFjW_Vg
'75,'他们说林夕也是梦,'95706803948,'608114255,'男,'0,'1,'28,'2020-03-21 09:57:06,'柠檬书上柠檬果，柠檬树下我一个,'6806659987029442574,'MS4wLjABAAAADOy7Kl2pUfdCZyxEleav_wAS-JEBJvrg3m3oF7w4iOg
'76,'大砭沟金宇彬,'65210749609,'127546581,'男,'0,'0,'27,'2020-03-21 09:56:13,'刷的乳胶漆还是壁布,'6806659752006385676,'MS4wLjABAAAAmgd3PVvU8K19WmtfTNLER7vKa89UM9LE7u8FBYh_GKI
'77,'??,'105298175761,'1639909808,'-,'0,'0,'27,'2020-03-21 09:56:13,'喜欢装修嘞,'6806659758742159374,'MS4wLjABAAAA3V3pGqVZu7qumJN82l6N35sKtstLPdajoQbJdbevtgA
'78,'特??,'97286558903,'886954652,'女,'0,'1,'27,'2020-03-21 09:55:30,'我劝大家别买,'6806659565082918916,'MS4wLjABAAAAt6GBiZHNHBBlS5CTnLPDSSGqTpnYl9FHpgkuIDgQnYo
'79,'岁月你别催,'72826063042,'194454002,'男,'0,'0,'27,'2020-03-21 09:53:56,'@初,'6806659166598447104,'MS4wLjABAAAArHJYVM_E3BZIzBVyo5aIh1naz0Ot-iYanARtGjCFz-0
'80,'宜公子。,'84528360113,'186583608,'女,'0,'0,'2020,'2020-03-21 09:53:51,'家里这么多植物不招蚊吗[捂脸],'6806659148534054926,'MS4wLjABAAAAMXoeWfLAo_H6KRJL3GnQaf94Dj_qEOsnV47cTBQHyvM
'81,'??李美心??,'61751453574,'26170873,'-,'0,'0,'2020,'2020-03-21 09:52:39,'@L 我们以后的家也要摆满这样的植物[色][色],'6806658833453219844,'MS4wLjABAAAAOSU6ITcaC6_cJipZqYOTdZ5ZWKl6ZKr_dMuF1zVBN4s
'82,'????,'88438764208,'3196110908...,'女,'0,'0,'26,'2020-03-21 09:51:01,'@ゆ久醉绕心弦,'6806658409644294147,'MS4wLjABAAAAFvB0KwtxdzNB-3fFxffinsXR8__fpfjeqiQLQLh6dx8
'83,'Yeeze,'72561365942,'163687008,'男,'0,'0,'24,'2020-03-21 09:50:39,'@老实憨厚的冬晨,'6806658323539312648,'MS4wLjABAAAAW5werNrhCWFFx0NX-S5e5BxvJnJb3P58CAutl5YaG2k
'84,'如沼泽般温柔的人,'65286508205,'YY2403763935,'女,'0,'0,'21,'2020-03-21 09:50:34,'@一个沼泽中欢快的哥 [微笑]我也要,'6806658298080002063,'MS4wLjABAAAApphuQamiZXbT2BOBrI_6KvO1iKLFdx1NP3gD4iKJcGU
'85,'我是CC,'95807327913,'Yancongcong9,'女,'0,'0,'24,'2020-03-21 09:50:33,'@闹钟！信不信我废了你 这个装修好看,'6806658297190727694,'MS4wLjABAAAATRutA-hfwy1M5gXsKa2mhd5l0FTT-W63W9ddbeyiPRQ
'86,'HM?,'72669639331,'100629912,'男,'0,'0,'2,'2020-03-21 09:50:00,'这是什么植物 我都要,'6806658152076296192,'MS4wLjABAAAAgiMPefL0B7O6nfG8WTfnxHIR5J3CHym7alw7GwmHciw
'87,'玲玲酱,'56061358760,'150559542,'女,'1,'0,'2020,'2020-03-21 09:49:05,'求墙纸颜色,'6806657918034477071,'MS4wLjABAAAAKXBjDG5u4acj_f1rbw1q6AjyUDPdSdyPYYnrSU-_FXc
'88,'??,'93111696372,'352429623,'男,'0,'0,'2020,'2020-03-21 09:48:56,'张虫子吗,'6806657872186507276,'MS4wLjABAAAAOykmzGPtni5TbIgLh8k6bni8IMzMXDYmCEaMYrCl2f8
'89,'雪夜流星,'97971999686,'923100543,'男,'0,'0,'2020,'2020-03-21 09:47:29,'都是骗傻子的,'6806657507658973198,'MS4wLjABAAAAsnHQ2FmOVZod2gfOuiceLXBLOj7oLEuQ6IqWvT6WbLA
'90,'乌嘉琪圆鼓鼓,'97221712526,'850776285,'-,'0,'1,'2020,'2020-03-21 09:46:52,'@李大宝,'6806657350104367112,'MS4wLjABAAAAHzsFFAXp2_1IS3_gQKM7G1XVg9HOsDH6G3pYjvEVp9I
'91,'青葱记忆染指悲凉,'92320905048,'332086359,'-,'0,'0,'2020,'2020-03-21 09:46:30,'@沃 、只想伱永远疼沃这个装修喜欢吗,'6806657249361526799,'MS4wLjABAAAA3RsKcq2bYOQYEcX6aP6V7ZKDtf84WxWYMRPA5UgzzqA
'92,'独角兽??,'59922464772,'81013275,'女,'0,'0,'2020,'2020-03-21 09:44:56,'你们家是什么装修风格？,'6806656846024622084,'MS4wLjABAAAAdy6UsR1ENxMjWHb-ELMytvoVwX-0-nHOMAIkiq3SFiE
'93,'热爱,'62403175514,'45878694,'男,'0,'0,'23,'2020-03-21 09:43:25,'瓷砖什么品牌,'6806656452162797572,'MS4wLjABAAAA4wvr3io1Yc1WBGyEavgyCGobzZc6Hts1bo3j2TBJvfM
'94,'丫头,'61081111541,'625733945,'-,'0,'0,'2020,'2020-03-21 09:43:05,'放客厅养不到半月，掉叶掉果，没太阳直射不行的,'6806656368108617739,'MS4wLjABAAAArFRQuhrBYNbotCWvlexZZTIlpeIe0I-CFkyASqCgY1c
'95,'请叫我杨宝宝??,'73709771434,'109484746,'女,'0,'0,'24,'2020-03-21 09:42:58,'@养乐多,'6806656340593983503,'MS4wLjABAAAAWHBKt4Ah7WGfl2PgaTQBbuZHs3AnZgnuX5BC1N2DLaY
'96,'时而,'18895316490,'zon886,'男,'0,'0,'21,'2020-03-21 09:42:30,'我好怕它太酸，枯了[捂脸],'6806656220263727115,'MS4wLjABAAAAK8MSbGDUAAczAljd21TFworzl7vZWNN_x-O_7utowEM
'97,'小太阳融化了,'56767949686,'334660737,'女,'0,'0,'20,'2020-03-21 09:42:06,'@你头发乱了 这是我看到很多次了@,'6806656114940854272,'MS4wLjABAAAAxxLUV6Pj0iMP31wAHcYk5BaN3xiBCbXrOOoh417iPJg
'98,'小马儿马??儿,'75645119861,'202672008,'女,'0,'0,'27,'2020-03-21 09:41:38,'@恐龙绿 给我买一颗，以后每天请你吃柠檬??,'6806655995029569540,'MS4wLjABAAAA7920Hz7kuGberOWm3Wh2ZOr18a1c6MCDTSv6uy5KGBE
'99,'小马儿马??儿,'75645119861,'202672008,'女,'0,'0,'27,'2020-03-21 09:41:38,'@恐龙绿 给我买一颗，以后每天请你吃柠檬??,'6806655995029569540,'MS4wLjABAAAA7920Hz7kuGberOWm3Wh2ZOr18a1c6MCDTSv6uy5KGBE
'100,'小小晴天,'71974665704,'92091535,'女,'0,'0,'26,'2020-03-21 09:41:15,'@小情歌,'6806655899487797248,'MS4wLjABAAAAxezyHANT5WsME4U4Ut8iSd_T_e5mQKU7H3oPCcW7fA0
'101,'一只小桔子女装,'89290930981,'1617466352or,'女,'0,'0,'24,'2020-03-21 09:39:06,'@增增家服装店 柠檬树,'6806655346444156941,'MS4wLjABAAAA6Qw69aulY9k6S5b4Do4X4oIspFrjb2ioSDT91A7uoDM
'102,'小橡皮,'67190853935,'628630013,'女,'0,'0,'31,'2020-03-21 09:35:33,'期待小柠檬快乐长大[绝望的凝视][绝望的凝视][爱心][爱心],'6806654433636958216,'MS4wLjABAAAAFcAx3zIIlKDng2lobEd1jr6tM4CohFV96k3JLEtLfVc
'103,'乐多,'67805470753,'723482861,'-,'0,'1,'2020,'2020-03-21 09:35:27,'@张浩浩 人家家好漂亮啊,'6806654400372260868,'MS4wLjABAAAA0IzuwCempfC6uyGQtuez4CfFwNyg1rmaI19yMDnffKE
'104,'这小可爱,'98008482067,'1680402746,'-,'0,'0,'2020,'2020-03-21 09:33:24,'@手扶拖拉机夫斯基,'6806653877057224712,'MS4wLjABAAAAwhPRy3c7ULZIPamxUoOVbVhFXTm92cbzxOE9lhvC2fA
